age,gender,program,average.first.period,scholarship.perc,loan.perc,retention,dropout.semester,socioeconomic.level,foreign,social.lag
0.2105263157894736,0,14,0.92,0.0,0.0,0,0.5,5,0,1
0.2105263157894736,1,7,0.775,0.0,0.0,0,0.5,5,0,1
0.2631578947368421,0,1,0.5700000000000001,0.0,0.0,0,1.0,6,0,1
0.3157894736842106,1,14,0.9466666667,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,3,1.0,0.0,0.0,0,1.0,6,2,1
0.2631578947368421,1,4,0.9079522525,0.0,0.0,0,0.25,6,0,1
0.2631578947368421,0,3,0.9,0.4,0.0,0,0.5,6,0,1
0.2631578947368421,0,3,0.99,0.4,0.5,0,0.75,6,2,1
0.2631578947368421,0,18,0.88,0.4,0.0,0,0.5,6,0,1
0.2105263157894736,1,14,0.9079522525,0.5,0.0,0,1.0,6,2,1
0.2105263157894736,0,4,0.01,0.0,0.0,0,0.5,6,2,1
0.3157894736842106,1,3,0.43,0.0,0.0,0,1.0,6,2,1
0.3157894736842106,1,7,0.9079522525,0.4,0.0,0,0.25,6,0,1
0.2631578947368421,1,7,0.97,0.5,0.0,0,0.5,6,2,1
0.2631578947368421,0,1,1.0,0.0,0.0,0,0.5,5,2,1
0.2631578947368421,0,5,0.93,0.0,0.0,0,0.5,3,2,1
0.2631578947368421,1,7,0.895,0.2,0.0,0,1.0,4,2,1
0.2631578947368421,1,7,0.86,0.0,0.0,0,0.5,6,2,1
0.2631578947368421,1,7,0.925,0.45,0.8333333333333334,0,0.75,5,2,1
0.2631578947368421,0,14,0.9366666667,0.4,0.0,0,0.5,5,2,1
0.2105263157894736,1,14,0.92,0.0,0.0,0,1.0,6,2,1
0.2105263157894736,1,7,0.73,0.0,0.0,0,0.25,6,0,1
0.368421052631579,1,4,0.995,0.4,0.0,0,0.5,5,0,1
0.4210526315789473,1,13,0.9079522525,0.3,0.0,0,0.25,4,2,1
0.3157894736842106,1,4,0.895,0.0,0.0,0,0.5,3,2,1
0.2631578947368421,1,7,0.96,0.0,0.0,0,0.75,0,2,2
0.1578947368421053,1,7,0.9079522525,0.0,0.0,0,0.25,6,0,1
0.2631578947368421,0,7,0.84,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,18,0.99,0.0,0.8333333333333334,0,0.5,5,0,2
0.2631578947368421,0,13,0.89,0.0,0.0,0,1.0,6,2,1
0.3157894736842106,1,3,0.81,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,5,0.8150000000000001,0.0,0.0,0,0.5,1,2,2
0.2105263157894736,0,6,0.925,0.25,0.8333333333333334,0,0.75,6,0,1
0.2631578947368421,0,18,0.9079522525,0.0,0.0,0,0.25,6,0,1
0.2105263157894736,1,18,0.76,0.0,0.0,0,0.5,5,0,1
0.2631578947368421,0,14,0.3933333333,0.9,0.0,0,0.25,3,2,2
0.2105263157894736,1,7,0.805,0.2,0.0,0,1.0,5,0,1
0.2105263157894736,1,5,0.9633333333,0.0,0.0,0,0.5,5,0,1
0.3157894736842106,1,1,0.11,0.0,0.0,0,0.5,6,1,1
0.1578947368421053,0,5,0.72,0.0,0.0,0,0.25,6,0,1
0.1578947368421053,1,0,0.91,0.55,0.8333333333333334,0,0.75,6,0,1
0.2631578947368421,0,3,0.87,0.0,0.0,0,0.5,5,2,1
0.3157894736842106,1,14,0.8366666667,0.0,0.0,0,1.0,6,0,1
0.368421052631579,0,7,0.885,0.5,1.0,0,1.0,6,0,1
0.3157894736842106,1,5,0.865,0.0,0.0,0,1.0,6,0,1
0.2105263157894736,1,14,0.94,0.0,0.0,0,0.5,2,0,1
0.2631578947368421,1,6,0.88,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,1,5,0.905,0.0,0.0,0,1.0,3,0,1
0.2105263157894736,1,4,0.645,0.0,0.0,0,0.5,3,1,1
0.2631578947368421,0,3,1.0,0.0,0.0,0,1.0,3,2,1
0.3157894736842106,0,3,0.74,0.0,0.0,0,1.0,5,2,1
0.2105263157894736,1,4,0.785,0.0,0.0,0,0.5,6,0,1
0.2105263157894736,1,7,0.405,0.0,0.0,0,0.25,5,0,1
0.3157894736842106,1,14,0.845,0.0,0.0,0,1.0,6,0,1
0.2105263157894736,0,6,0.73,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,0,3,0.97,0.0,0.0,0,0.5,6,2,1
0.2631578947368421,1,7,0.785,0.0,0.0,0,1.0,6,2,1
0.2631578947368421,0,3,1.0,0.55,0.0,0,1.0,6,0,1
0.3157894736842106,1,7,0.95,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,18,0.91,0.0,0.0,0,0.5,6,1,1
0.2631578947368421,1,7,0.855,0.0,0.0,0,0.5,6,1,1
0.2631578947368421,0,4,0.795,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,14,0.9079522525,0.0,0.0,0,0.5,6,0,1
0.2105263157894736,0,3,0.85,0.0,0.0,0,0.5,6,0,1
0.2105263157894736,1,14,0.01,0.0,0.0,0,0.5,6,0,1
0.7894736842105263,0,3,0.9079522525,0.0,0.0,0,0.25,6,2,1
0.4736842105263159,1,14,0.81,0.0,0.0,0,0.5,6,0,1
0.4210526315789473,1,7,0.9,0.0,0.0,0,0.5,6,0,1
0.368421052631579,0,1,0.87,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,3,0.87,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,1,1,0.73,0.0,0.0,0,0.75,5,0,1
0.3157894736842106,0,7,0.875,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,4,0.88,0.0,0.0,0,1.0,3,0,1
0.2631578947368421,0,14,0.885,0.0,0.0,0,0.5,5,0,1
0.2631578947368421,0,1,0.73,0.0,0.0,0,0.75,6,0,1
0.2631578947368421,0,14,0.9033333333,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,1,0,0.88,0.0,0.0,0,0.5,3,0,1
0.2631578947368421,0,0,0.97,0.2,0.0,0,0.5,6,0,1
0.2631578947368421,0,1,0.95,0.1,0.0,0,0.5,3,2,1
0.3157894736842106,0,3,0.81,0.0,0.0,0,1.0,6,0,1
0.2105263157894736,0,3,0.95,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,1,1,0.86,0.0,0.0,0,0.75,6,0,1
0.3157894736842106,1,18,0.0,0.0,0.0,0,0.25,6,0,1
0.1578947368421053,1,17,0.0,0.0,0.0,0,0.25,6,0,1
0.1578947368421053,0,17,0.8383333333,0.0,0.0,0,1.0,6,0,1
0.1052631578947369,1,15,0.8916666666999999,0.0,0.0,0,1.0,6,0,1
0.0526315789473684,0,15,0.4483333333,0.0,0.0,0,1.0,3,0,1
0.0526315789473684,0,15,0.8066666667,0.0,0.0,0,1.0,6,0,1
0.1052631578947369,0,15,0.5583333333,0.0,0.0,0,0.5,5,0,1
0.3157894736842106,1,14,0.86,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,1,6,0.875,0.0,0.0,0,1.0,6,2,1
0.3157894736842106,0,14,0.61,0.0,0.0,0,1.0,3,0,1
0.3157894736842106,0,3,1.0,0.4,0.0,0,0.5,6,0,1
0.2631578947368421,0,4,0.9,0.0,0.0,0,1.0,6,2,1
0.3157894736842106,1,4,0.84,0.7,0.0,0,0.5,6,0,1
0.3157894736842106,1,7,0.86,0.0,0.0,0,0.5,3,2,1
0.2105263157894736,0,1,0.96,0.0,0.0,0,0.5,6,2,1
0.3157894736842106,1,7,0.855,0.35,0.0,0,0.5,6,0,1
0.3157894736842106,1,7,0.835,0.0,0.0,0,1.0,6,0,1
0.2105263157894736,1,7,0.91,0.0,0.0,0,1.0,5,1,1
0.368421052631579,1,7,0.84,0.0,0.0,0,1.0,6,2,1
0.0526315789473684,1,15,0.7283333333,0.0,0.0,0,1.0,5,0,1
0.1578947368421053,1,17,0.8150000000000001,0.0,0.0,0,0.5,5,0,1
0.0526315789473684,0,17,0.8933333333000001,0.3,0.0,0,0.5,6,0,1
0.1052631578947369,1,17,0.8133333333,0.0,0.0,0,1.0,3,0,1
0.1052631578947369,1,17,0.8616666667,0.0,0.0,0,0.5,6,0,1
0.1052631578947369,1,15,0.8133333333,0.0,0.0,0,1.0,3,0,1
0.3157894736842106,1,14,0.8433333333,0.0,0.0,0,1.0,4,0,1
0.3157894736842106,0,3,0.0,0.0,0.0,0,0.25,6,0,1
0.1052631578947369,1,17,0.5133333333000001,0.0,0.0,0,0.75,5,0,1
0.1052631578947369,1,15,0.5066666666999999,0.0,0.0,0,0.5,5,0,1
0.1052631578947369,1,17,0.8833333333000001,0.4,0.0,0,1.0,5,2,1
0.1052631578947369,1,15,0.7216666667,0.0,0.0,0,1.0,6,0,1
0.0526315789473684,0,15,0.8333333333,0.2,0.0,0,1.0,5,0,1
0.2631578947368421,1,7,0.9,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,0,14,0.95,0.4,0.0,0,1.0,3,2,1
0.3157894736842106,1,7,0.935,0.0,0.0,0,0.5,6,0,1
0.4736842105263159,1,3,0.98,0.0,0.0,0,1.0,5,0,1
0.3157894736842106,1,4,0.0,0.0,0.0,0,0.25,6,0,1
0.2631578947368421,0,4,0.88,0.15,0.0,0,0.5,3,0,1
0.2105263157894736,0,4,0.925,0.6,0.0,0,0.25,2,0,1
0.2105263157894736,0,4,0.965,0.0,0.0,0,1.0,2,0,0
0.2105263157894736,0,5,0.9079522525,0.0,0.0,0,0.5,6,2,1
0.1052631578947369,0,15,0.8783333333000001,0.2,0.0,0,1.0,2,0,1
0.2631578947368421,0,3,0.99,0.0,0.8333333333333334,0,1.0,6,0,1
0.1052631578947369,1,15,0.8366666667,0.0,0.0,0,1.0,3,0,1
0.0526315789473684,0,15,0.9,0.0,0.0,0,1.0,3,0,1
0.1052631578947369,1,15,0.8983333333000001,0.0,0.0,0,1.0,2,0,1
0.1052631578947369,0,15,0.6933333333,0.0,0.0,0,0.5,5,0,1
0.2105263157894736,0,5,0.85,0.0,0.8333333333333334,0,0.5,3,0,1
0.2105263157894736,1,15,0.8966666667,0.0,0.0,0,1.0,5,0,1
0.2105263157894736,0,14,0.5133333333000001,0.0,0.0,0,1.0,5,2,1
0.2631578947368421,0,14,0.9233333333,0.25,0.8333333333333334,0,0.5,5,0,1
0.3157894736842106,1,3,0.97,0.6,0.0,0,1.0,2,0,1
0.1052631578947369,0,15,0.8533333333,0.5,0.0,0,1.0,3,0,1
0.0526315789473684,0,15,0.59,0.3,0.0,0,0.5,3,0,1
0.2631578947368421,0,3,0.97,0.15,0.5,0,1.0,6,0,1
0.1052631578947369,0,15,0.855,0.0,0.0,0,1.0,5,0,1
0.3157894736842106,1,14,0.865,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,1,7,0.885,0.0,0.0,0,1.0,6,0,1
0.3157894736842106,1,14,0.8200000000000001,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,14,0.9633333333,0.4,0.8333333333333334,0,0.5,6,0,1
0.2631578947368421,0,3,0.98,0.25,0.8333333333333334,0,0.5,3,0,1
0.4210526315789473,1,3,0.77,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,7,0.81,0.0,0.0,0,0.5,1,2,2
0.3157894736842106,1,6,0.96,0.0,0.0,0,1.0,5,0,1
0.2631578947368421,0,14,0.0,0.0,0.0,0,0.25,6,0,1
0.2631578947368421,0,14,0.0,0.0,0.0,0,0.25,6,0,1
0.2105263157894736,1,7,0.785,0.0,0.0,0,1.0,6,0,1
0.3157894736842106,1,14,0.8466666667,0.0,0.0,0,1.0,6,0,1
0.2105263157894736,0,14,0.9,0.0,0.6666666666666667,0,1.0,6,0,1
0.2631578947368421,0,3,0.8300000000000001,0.0,0.0,0,0.5,5,0,1
0.2631578947368421,0,7,0.935,0.0,0.0,0,1.0,5,0,1
0.2631578947368421,1,7,0.76,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,0,14,0.9,0.0,0.0,0,0.5,6,0,1
0.1578947368421053,1,17,0.0,0.0,0.0,0,0.25,6,0,1
0.1578947368421053,1,17,0.8566666667,0.0,0.0,0,1.0,6,0,1
0.1578947368421053,1,17,0.8788736025,0.0,0.0,0,0.25,5,0,2
0.1052631578947369,0,17,0.9016666667,0.0,0.0,0,1.0,6,0,1
0.1052631578947369,1,17,0.8416666667,0.0,0.0,0,1.0,5,0,1
0.3157894736842106,1,4,0.96,0.4,0.0,0,0.5,6,0,1
0.2631578947368421,0,18,0.8466666667,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,6,0.89,0.0,0.0,0,0.75,6,0,1
0.2631578947368421,1,14,0.94,0.0,0.0,0,0.5,5,0,1
0.3157894736842106,1,4,0.965,0.5,0.0,0,1.0,6,0,1
0.2631578947368421,1,1,0.81,0.0,0.0,0,0.5,6,0,1
0.2105263157894736,1,7,0.8200000000000001,0.0,0.0,0,0.5,6,0,1
0.368421052631579,1,3,0.9,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,0,13,0.86,0.2,1.0,0,0.75,6,0,1
0.2631578947368421,0,7,0.89,0.35,0.8333333333333334,0,1.0,6,0,1
0.3157894736842106,0,18,0.87,0.0,0.0,0,0.25,6,0,1
0.2631578947368421,0,0,0.98,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,14,0.9266666667,0.0,0.0,0,1.0,6,0,1
0.3157894736842106,1,1,0.85,0.0,0.0,0,0.5,6,0,1
0.3157894736842106,1,6,0.8200000000000001,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,3,0.86,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,0,4,0.86,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,0,1,0.88,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,7,0.97,0.0,0.0,0,1.0,5,0,1
0.2631578947368421,0,4,0.89,0.0,0.0,0,1.0,2,0,1
0.1052631578947369,1,17,0.8283333333,0.0,0.0,0,1.0,6,0,1
0.1578947368421053,1,17,0.8483333333,0.0,0.0,0,0.75,6,0,1
0.1052631578947369,0,15,0.8083333333,0.0,0.0,0,1.0,5,0,1
0.0526315789473684,0,17,0.9566666667,0.3,0.0,0,1.0,2,0,1
0.1052631578947369,0,15,0.8883333333000001,0.4,0.0,0,1.0,6,0,1
0.1052631578947369,0,17,0.8788736025,0.0,0.0,0,0.25,6,0,1
0.1052631578947369,0,15,0.8783333333000001,0.0,0.0,0,1.0,6,0,1
0.4210526315789473,1,3,0.94,0.0,0.0,0,1.0,6,0,1
0.631578947368421,1,14,0.0,0.0,0.0,0,0.25,6,0,1
0.2105263157894736,1,7,0.915,0.4,0.3333333333333333,0,0.25,5,0,1
0.1052631578947369,1,15,0.895,0.5,0.0,0,1.0,6,0,1
0.2105263157894736,1,5,0.9,0.65,0.8333333333333334,0,1.0,3,0,1
0.2631578947368421,1,6,0.73,0.25,0.8333333333333334,0,1.0,6,0,1
0.2631578947368421,0,14,0.8200000000000001,0.0,0.0,0,1.0,6,0,1
0.3157894736842106,1,14,0.7366666667,0.0,0.0,0,0.75,5,0,1
0.2631578947368421,0,7,0.01,0.0,0.0,0,0.25,4,0,1
0.1052631578947369,1,15,0.9283333333,0.4,0.0,0,1.0,4,0,1
0.1052631578947369,0,15,0.9466666667,0.5,0.0,0,1.0,4,0,1
0.1052631578947369,1,15,0.8788736025,0.5,0.0,0,0.25,4,0,1
0.0526315789473684,1,15,0.87,0.1,0.0,0,1.0,4,0,1
0.1052631578947369,0,17,0.9833333333,0.4,0.0,0,1.0,4,0,1
0.1052631578947369,0,17,0.9816666667,0.6,0.0,0,1.0,4,0,1
0.1052631578947369,1,15,0.6900000000000001,0.5,0.0,0,0.5,4,0,1
0.3157894736842106,1,3,0.84,0.0,0.0,0,0.5,5,0,1
0.3157894736842106,1,14,0.7333333333000001,0.0,0.0,0,0.5,6,1,1
0.3157894736842106,1,14,0.2966666667,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,18,0.9,0.0,0.0,0,0.5,6,2,1
0.2631578947368421,0,7,0.895,0.5,0.0,0,0.5,6,0,1
0.2631578947368421,0,3,0.99,0.45,0.0,0,1.0,5,0,1
0.2631578947368421,0,13,0.98,0.15,0.5,0,1.0,6,2,1
0.2631578947368421,0,14,0.9079522525,0.25,0.0,0,0.25,6,0,1
0.2631578947368421,1,7,0.84,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,3,0.9079522525,0.0,0.0,0,0.25,6,0,1
0.2631578947368421,0,3,0.88,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,1,14,0.9466666667,0.2,0.0,0,0.25,6,0,1
0.2631578947368421,1,6,0.975,0.4,0.0,0,0.5,5,0,1
0.2631578947368421,1,6,0.915,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,1,14,0.9166666667,0.0,0.0,0,1.0,6,0,1
0.1052631578947369,0,17,0.8433333333,0.0,0.0,0,0.5,6,0,1
0.1578947368421053,0,15,0.935,0.0,0.0,0,1.0,5,0,1
0.1052631578947369,0,17,0.8016666667,0.0,0.0,0,0.75,5,0,1
0.1052631578947369,1,15,0.9216666667,0.3,0.0,0,1.0,6,0,1
0.2631578947368421,1,7,0.87,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,1,0.95,0.0,0.0,0,0.5,6,0,1
0.1578947368421053,0,15,0.8200000000000001,0.4,0.0,0,1.0,6,0,1
0.0526315789473684,0,15,0.805,0.2,0.0,0,0.5,6,0,1
0.2631578947368421,1,14,0.91,0.4,0.0,0,1.0,6,0,1
0.2631578947368421,1,14,0.0,0.0,0.0,0,0.25,5,0,1
0.1052631578947369,0,15,0.87,0.0,0.0,0,0.5,6,0,1
0.2631578947368421,0,7,0.87,0.0,0.8333333333333334,0,0.5,6,0,1
0.2105263157894736,0,3,0.9,0.0,0.0,0,0.75,5,0,1
0.1052631578947369,0,15,0.8083333333,0.0,0.0,0,0.5,6,0,1
0.1052631578947369,1,15,0.77,0.0,0.0,0,1.0,6,0,1
0.1052631578947369,1,17,0.7516666667,0.0,0.0,0,1.0,5,0,1
0.2105263157894736,1,15,0.8233333333,0.0,0.0,0,1.0,6,0,1
0.2631578947368421,0,14,0.0,0.0,0.0,0,0.25,3,0,1
0.1052631578947369,1,15,0.8788736025,0.0,0.0,0,0.25,6,0,1
0.1052631578947369,0,15,0.8983333333000001,0.0,0.0,0,1.0,6,0,1
0.1052631578947369,1,15,0.8633333333000001,0.2,0.0,0,1.0,5,0,1
0.4210526315789473,1,7,0.84,0.0,0.0,0,1.0,5,0,1
