age,gender,program,average.first.period,scholarship.perc,loan.perc,retention,dropout.semester,socioeconomic.level,foreign,social.lag
0.5263157894736843,1,10,0.9079522525,0.0,0.0,0,0.75,6,2,1
0.368421052631579,1,3,0.7000000000000001,0.0,0.0,0,0.5,6,2,1
0.368421052631579,0,14,0.9733333333,0.2,0.0,1,0.0,6,2,1
0.3157894736842106,1,7,0.8300000000000001,0.0,0.0,1,0.0,6,0,1
0.26315789473684215,0,7,0.805,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,1,5,0.875,0.2,0.6666666666666667,1,0.0,6,0,1
0.26315789473684215,1,14,0.81,0.15,0.5,1,0.0,6,0,1
0.26315789473684215,1,7,0.84,0.0,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,0,14,0.9166666667,0.0,0.0,0,0.5,6,2,1
0.26315789473684215,1,7,0.87,0.35,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,0,14,0.88,0.25,0.8333333333333334,0,0.5,6,0,1
0.26315789473684215,1,14,0.92,0.25,0.8333333333333334,1,0.0,6,2,1
0.26315789473684215,0,14,0.8466666667,0.4,0.6666666666666667,1,0.0,6,0,1
0.21052631578947367,0,14,0.8433333333,0.0,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,1,14,0.89,0.35,0.8333333333333334,1,0.0,6,0,1
0.3157894736842106,1,0,0.9,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,1,7,0.895,0.0,0.0,1,0.0,5,2,1
0.21052631578947367,0,7,0.885,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,1,7,0.91,0.0,0.0,1,0.0,6,2,1
0.3157894736842106,1,14,0.8666666667,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,0,1,0.9500000000000001,0.0,0.0,1,0.0,6,2,1
0.21052631578947367,0,7,0.93,0.45,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,1,4,0.805,0.0,0.0,1,0.0,6,2,1
0.368421052631579,1,5,0.755,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,0,3,0.92,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,0,1,0.79,0.45,0.8333333333333334,1,0.0,5,0,1
0.21052631578947367,0,3,1.0,0.25,0.8333333333333334,1,0.0,5,0,1
0.21052631578947367,1,7,0.96,0.7,0.0,1,0.0,6,0,1
0.26315789473684215,0,14,0.8666666667,0.4,0.0,1,0.0,6,0,1
0.26315789473684215,0,3,0.97,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,1,7,0.79,0.9,0.0,1,0.0,6,2,1
0.26315789473684215,1,14,0.8733333333000001,0.0,0.0,1,0.0,6,0,1
0.26315789473684215,1,5,0.9400000000000001,0.25,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,1,7,0.835,0.0,0.0,1,0.0,6,0,1
0.26315789473684215,0,7,0.9500000000000001,0.4,0.0,1,0.0,6,0,1
0.26315789473684215,1,14,0.8833333333000001,0.25,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,1,4,0.97,0.35,0.8333333333333334,1,0.0,6,2,1
0.26315789473684215,1,7,0.9,0.25,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,1,7,0.915,0.2,0.6666666666666667,1,0.0,6,2,1
0.26315789473684215,1,3,0.84,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,0,14,0.9266666667,0.4,0.6666666666666667,1,0.0,6,0,1
0.26315789473684215,1,7,0.88,0.4,0.0,1,0.0,6,0,1
0.26315789473684215,1,7,0.9400000000000001,0.0,0.0,1,0.0,6,0,1
0.26315789473684215,1,7,0.8200000000000001,0.0,0.0,1,0.0,5,0,1
0.26315789473684215,1,7,0.91,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,1,4,0.905,0.15,0.0,1,0.0,6,0,1
0.26315789473684215,0,18,0.79,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,0,14,0.89,0.0,0.0,0,0.5,6,2,1
0.26315789473684215,0,7,0.935,0.4,0.0,1,0.0,6,0,1
0.26315789473684215,1,7,0.905,0.0,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,1,14,0.77,0.25,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,1,4,0.9550000000000001,0.3,0.0,1,0.0,6,0,1
0.21052631578947367,1,14,0.8300000000000001,0.0,0.0,1,0.0,6,0,1
0.26315789473684215,1,5,0.905,0.4,0.0,1,0.0,6,0,1
0.26315789473684215,1,14,0.8733333333000001,0.25,0.8333333333333334,1,0.0,6,0,1
0.26315789473684215,0,14,0.9066666667,0.0,0.0,1,0.0,6,0,1
0.26315789473684215,0,14,0.9366666667,0.5,0.0,1,0.0,5,0,1
0.26315789473684215,0,3,0.85,0.0,0.0,1,0.0,6,2,1
0.21052631578947367,1,0,0.85,0.0,0.0,1,0.0,6,2,1
0.21052631578947367,1,7,0.9079522525,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,0,1,1.0,0.15,0.0,1,0.0,6,2,1
0.26315789473684215,0,14,0.89,0.9,0.0,1,0.0,6,2,1
0.21052631578947367,0,14,0.0,0.0,0.0,0,0.25,6,0,1
0.21052631578947367,1,14,0.8766666667,0.0,0.0,1,0.0,6,0,1
0.3157894736842106,1,4,0.8,0.0,0.0,1,0.0,6,2,1
0.26315789473684215,0,3,1.0,0.0,0.0,1,0.0,6,0,1
0.10526315789473695,1,15,0.8366666667,0.0,0.0,1,0.0,5,0,1
0.10526315789473695,1,17,0.9933333333000001,0.5,0.0,1,0.0,6,0,1
0.10526315789473695,0,15,0.9233333333,0.0,0.0,1,0.0,6,0,1
0.10526315789473695,0,15,0.8316666667,0.0,0.0,1,0.0,5,0,1
0.10526315789473695,1,17,0.8366666667,0.0,0.0,1,0.0,6,0,1
0.10526315789473695,0,15,0.8833333333000001,0.0,0.0,1,0.0,6,0,1
0.10526315789473695,1,17,0.8883333333000001,0.4,0.0,1,0.0,6,0,1
0.10526315789473695,0,15,0.87,0.0,0.0,1,0.0,6,0,1
0.10526315789473695,1,15,0.7020000000000001,0.0,0.0,1,0.0,6,0,1
0.10526315789473695,1,17,0.9433333333,0.5,0.0,1,0.0,6,0,1
0.10526315789473695,0,15,0.9066666667,0.3,0.0,1,0.0,5,0,1
0.10526315789473695,0,17,0.8933333333000001,0.4,0.0,1,0.0,6,0,1
0.10526315789473695,0,15,0.905,0.3,0.0,1,0.0,6,0,1
0.10526315789473695,0,15,0.8666666667,0.4,0.0,1,0.0,6,0,1
